codigo,codigo_barras,nombre,familia,tipo_venta,precio_compra,precio_venta,id_iva,activo
AV0001,,ACAI LIOFILIZADO 70GR,ALIMENTACIÓN,UNIDAD,16.95,18.65,2,1
AV0002,,ACAI POLVO 50GR SALUD VIVA,ALIMENTACIÓN,UNIDAD,12.95,14.25,2,1
AV0003,,"ACEITE AOVE SIERRA YEGUAS 2,50L",ALIMENTACIÓN,UNIDAD,33.95,35.31,1,1
AV0004,,ACEITE AOVE SIERRA YEGUAS 5 LITROS,ALIMENTACIÓN,PESO,61.95,66.6,1,1
AV0005,,ACEITE AOVE SIERRA YEGUAS 500ML,ALIMENTACIÓN,UNIDAD,9.95,10.35,1,1
AV0006,,ACEITE COCO 200ML,ALIMENTACIÓN,UNIDAD,7.95,8.75,2,1
AV0007,,ACEITE COCO 400ML,ALIMENTACIÓN,UNIDAD,14.95,16.45,2,1
AV0008,,ACEITE LINAZA 250 ML,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0009,,ACEITE LINAZA 500 ML,ALIMENTACIÓN,UNIDAD,9.95,10.95,2,1
AV0010,,ACEITE SESAMO TOSTADO 500 ML,ALIMENTACIÓN,UNIDAD,15.55,17.11,2,1
AV0011,,ACEITUNAS ALOREÑAS 500 GR CRISTAL,ALIMENTACIÓN,UNIDAD,6.95,7.65,2,1
AV0012,,ACELGAS MANOJO MALAGA,ALIMENTACIÓN,UNIDAD,3.2,3.33,1,1
AV0013,,ACHICORIA SOLUBLE 100GR,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0014,,"AGUA ALCALINA IONIZADA 1,25L",ALIMENTACIÓN,UNIDAD,2.7,2.97,2,1
AV0015,,AGUA BEZOYA CAJA 8 LITROS,ALIMENTACIÓN,PESO,4.95,5.45,2,1
AV0016,,AJO BLANCO KG MALAGA,ALIMENTACIÓN,PESO,8.95,9.31,1,1
AV0017,,AJO NEGRO BOTE 60GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0018,,ALCACHOFA KG MALAGA,ALIMENTACIÓN,PESO,5.95,6.19,1,1
AV0019,,ALGA DULSE 25GR,ALIMENTACIÓN,UNIDAD,3.3,3.43,1,1
AV0020,,ALGA ENSALADA MAR 25GR,ALIMENTACIÓN,UNIDAD,2.95,3.07,1,1
AV0021,,ALGA KOMBU 25GR,ALIMENTACIÓN,UNIDAD,2.4,2.5,1,1
AV0022,,ALGA LECHUGA MAR 25GR,ALIMENTACIÓN,UNIDAD,2.5,2.5,4,1
AV0023,,ALGA NORI SUSHI 6 UNDS,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0024,,ALGA WAKAME 25 GR,ALIMENTACIÓN,UNIDAD,2.4,2.5,1,1
AV0025,,ALMENDRA CRUDA PELADA KG ESPAÑA,ALIMENTACIÓN,PESO,20.95,21.79,1,1
AV0026,,ALMENDRA CRUDA PIEL ESPAÑA KG,ALIMENTACIÓN,PESO,19.95,20.75,1,1
AV0027,,ALTRAMUCES AL NATURAL 270GR,ALIMENTACIÓN,UNIDAD,4.5,4.95,2,1
AV0028,,ALUBIA ADZUKI KG IMPORTACION,ALIMENTACIÓN,PESO,5.95,6.19,1,1
AV0029,,ALUBIAS BLANCAS COCIDAS 370ML,ALIMENTACIÓN,UNIDAD,2.2,2.42,2,1
AV0030,,ALUBIAS BLANCAS COCIDAS 720ML,ALIMENTACIÓN,UNIDAD,3.65,4.02,2,1
AV0031,,ALUBIAS BLANCAS VERDURAS 370ML,ALIMENTACIÓN,UNIDAD,3.2,3.52,2,1
AV0032,,ALUBIAS ROJAS COCIDAS 370GR,ALIMENTACIÓN,UNIDAD,2.4,2.64,2,1
AV0033,,ALUBIAS ROJAS COCIDAS 720ML,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0034,,ANACARDO KG VIETNAM,ALIMENTACIÓN,PESO,22.95,23.87,1,1
AV0035,,APIO MALAGA,ALIMENTACIÓN,UNIDAD,3.25,3.38,1,1
AV0036,,ARANDANO DESHIDRATADO 150 GR,ALIMENTACIÓN,UNIDAD,7.95,8.75,2,1
AV0037,,ARROZ BASMATI BLANCO KG INDIA,ALIMENTACIÓN,PESO,6.95,7.23,1,1
AV0038,,ARROZ BASMATI INTEGRAL KG INDIA,ALIMENTACIÓN,PESO,6.95,7.23,1,1
AV0039,,ARROZ REDONDO BLANCO KG HUELVA,ALIMENTACIÓN,PESO,5.95,6.19,1,1
AV0040,,ARROZ REDONDO INTEGRAL KG HUELVA,ALIMENTACIÓN,PESO,5.95,6.19,1,1
AV0041,,ARROZ ROJO INTEGRAL KG,ALIMENTACIÓN,PESO,7.95,8.27,1,1
AV0042,,AZUCAR COCO 400G,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0043,,BATATA KG MALAGA,ALIMENTACIÓN,PESO,2.95,3.07,1,1
AV0044,,BEBIDA ALMENDRAS SIN AZUCAR,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0045,,BERENJENA KG MALAGA,ALIMENTACIÓN,PESO,3.95,4.11,1,1
AV0046,,BIOCHOC AOVE 200 GR,ALIMENTACIÓN,UNIDAD,4.75,5.75,3,1
AV0047,,BIOCHOC AVELLANA 200 GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0048,,BIOGURT COCO NATURAL 400 GR,ALIMENTACIÓN,UNIDAD,4.55,5.01,2,1
AV0049,,BIZCOCHO COCO SIN AZUCAR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0050,,"BOTELLA CRISTAL OM WATER MINI 0,5L CAÑAMO",ALIMENTACIÓN,UNIDAD,19.95,24.14,3,1
AV0051,,"BOTELLA CRISTAL OM WATER MINI 0,5L CAÑAMO/ALGODÓN",ALIMENTACIÓN,UNIDAD,19.95,24.14,3,1
AV0052,,BROCOLI KG MURCIA,ALIMENTACIÓN,PESO,4.95,5.15,1,1
AV0053,,CACAO TOSTADO POLVO 250gr,ALIMENTACIÓN,UNIDAD,9.95,10.95,2,1
AV0054,,CAFE GRANO MEXICO 250GR,ALIMENTACIÓN,UNIDAD,7.95,8.75,2,1
AV0055,,CAFE GRANO TOSTADO ARABICA 500 GR,ALIMENTACIÓN,UNIDAD,12.95,14.25,2,1
AV0056,,CAFE MOLIDO ARABICA 250GR,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0057,,CAFE MOLIDO COLOMBIA 250 GR,ALIMENTACIÓN,UNIDAD,8.95,9.85,2,1
AV0058,,CAFE MOLIDO DESCAFEINADO 250 GR,ALIMENTACIÓN,UNIDAD,8.95,9.85,2,1
AV0059,,CAFE MOLIDO DESTINATION ARABICA 250GR,ALIMENTACIÓN,UNIDAD,9.95,10.95,2,1
AV0060,,CAFE MOLIDO MEXICO 250GR,ALIMENTACIÓN,UNIDAD,8.95,9.85,2,1
AV0061,,CAFE MOLIDO PERU 250 GR,ALIMENTACIÓN,UNIDAD,6.95,7.23,1,1
AV0062,,CAFE SOLUBLE ARABICA 100GR,ALIMENTACIÓN,UNIDAD,13.95,15.35,2,1
AV0063,,CAFE SOLUBLE DESAYUNO 100GR,ALIMENTACIÓN,UNIDAD,9.95,10.95,2,1
AV0064,,CALABACIN VERDE KG MALAGA,ALIMENTACIÓN,PESO,3.95,4.11,1,1
AV0065,,CALABAZA CACAHUETE KG MALAGA,ALIMENTACIÓN,PESO,2.75,2.86,1,1
AV0066,,CALABAZA HOKAIDO MALAGA KG,ALIMENTACIÓN,PESO,3.95,4.11,1,1
AV0067,,CALDO HUESOS 870ML,ALIMENTACIÓN,UNIDAD,18.95,20.85,2,1
AV0068,,CALDO POLLO 1 LITRO,ALIMENTACIÓN,PESO,3.3,3.63,2,1
AV0069,,CALDO VEGETAL CUBITOS 60 GR,ALIMENTACIÓN,UNIDAD,2.2,2.42,2,1
AV0070,,CALDO VEGETAL CUBITOS SIN SAL 68GR,ALIMENTACIÓN,UNIDAD,2.75,3.03,2,1
AV0071,,CALDO VERDURAS 1 LITRO,ALIMENTACIÓN,PESO,3.2,3.52,2,1
AV0072,,CEBOLLA FRESCA KG MALAGA,ALIMENTACIÓN,PESO,3.63,3.78,1,1
AV0073,,CEBOLLA ROJA KG MALAGA,ALIMENTACIÓN,PESO,2.95,3.07,1,1
AV0074,,CEBOLLA SECA KG MALAGA,ALIMENTACIÓN,PESO,2.45,2.55,1,1
AV0075,,CEBOLLETA FRESCA MANOJO MALAGA,ALIMENTACIÓN,UNIDAD,2.95,3.07,1,1
AV0076,,CHAMPIÑON LAMINADO 250ML,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0077,,CHAMPIÑON PORTOBELLO KG ESPAÑA,ALIMENTACIÓN,PESO,10.95,11.39,1,1
AV0078,,CHIA SEMILLAS KG PARAGUAY,ALIMENTACIÓN,PESO,13.95,14.51,1,1
AV0079,,CHOCOLATE AOVE SAL 80GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0080,,CHOCOLATE NEGRO 100% CACAO,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0081,,CHOCOLATE NEGRO 65% ISABEL,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0082,,CHOCOLATE NEGRO 74% CACAO,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0083,,CHOCOLATE NEGRO 78% S/A,ALIMENTACIÓN,UNIDAD,3.45,3.8,2,1
AV0084,,CHOCOLATE NEGRO 87% S/A,ALIMENTACIÓN,UNIDAD,3.45,3.8,2,1
AV0085,,CHOCOLATE NEGRO QUINOA 100GR,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0086,,CHOCOLATE NEGRO S/A ALMENDRAS,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0087,,CHUCRUT COL BLANCA 360 GR,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0088,,CHUCRUT COL BLANCA 680 GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0089,,CILANTRO FRESCO MANOJO,ALIMENTACIÓN,UNIDAD,2.95,3.07,1,1
AV0090,,CILANTRO SEMILLA 20 GR,ALIMENTACIÓN,UNIDAD,2.4,2.5,1,1
AV0091,,CIRUELA AMARILLA KG PIZARRA,ALIMENTACIÓN,PESO,4.95,5.15,1,1
AV0092,,CIRUELA PASA SIN HUESO 250GR,ALIMENTACIÓN,UNIDAD,6.95,7.23,1,1
AV0093,,CLAVO KG IMPORTACION,ALIMENTACIÓN,PESO,59.95,65.95,2,1
AV0094,,CLORELA 150GR,ALIMENTACIÓN,UNIDAD,13.95,15.35,2,1
AV0095,,COCO ESCAMAS CRUJIENTE 200GR,ALIMENTACIÓN,UNIDAD,2.95,3.07,1,1
AV0096,,COCO RALLADO FINO 200GR,ALIMENTACIÓN,UNIDAD,3.95,4.11,1,1
AV0097,,COL LOMBARDA KG MALAGA,ALIMENTACIÓN,PESO,3.95,4.11,1,1
AV0098,,COL VERDE KG MALAGA,ALIMENTACIÓN,PESO,2.95,3.07,1,1
AV0099,,COLIFLOR BLANCA UNIDAD MALAGA,ALIMENTACIÓN,UNIDAD,3.2,3.33,1,1
AV0100,,COLINABO UNIDAD MALAGA,ALIMENTACIÓN,UNIDAD,2.95,3.07,1,1
AV0101,,COPA MENSTRUAL REUTILIZABLE MOONCUP,ALIMENTACIÓN,UNIDAD,28.05,33.94,3,1
AV0102,,COPOS AVENA FINOS 1KG,ALIMENTACIÓN,PESO,5.5,6.05,2,1
AV0103,,COPOS AVENA GRUESOS INTEGRALES 500G,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0104,,COPOS AVENA SIN GLUTEN 500 GR,ALIMENTACIÓN,UNIDAD,4.5,4.95,2,1
AV0105,,COPOS SARRACENO SIN GLUTEN 500GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0106,,CORN FLAKES SIN AZUCAR 250GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0107,,COUSCOUS INTEGRAL KG FRANCIA,ALIMENTACIÓN,PESO,3.95,4.25,1,1
AV0108,,CRACKERS EMMENTAL CALABAZA 200GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0109,,CRACKIS ESPELTA 250GR,ALIMENTACIÓN,UNIDAD,3.2,3.52,2,1
AV0110,,CRACKIS ESPELTA CURCUMA 250GR,ALIMENTACIÓN,UNIDAD,3.2,3.52,2,1
AV0111,,CREMA ALGARROBA 390GR,ALIMENTACIÓN,UNIDAD,5.9,6.49,2,1
AV0112,,CREMA ALMENDRA PELADA 210 GR,ALIMENTACIÓN,UNIDAD,6.95,7.65,2,1
AV0113,,CREMA ALMENDRA PELADA 325 GR,ALIMENTACIÓN,UNIDAD,12.95,14.25,2,1
AV0114,,CREMA ANACARDO CRUDO 210GR,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0115,,CREMA ARROZ COCINAR 200ML,ALIMENTACIÓN,UNIDAD,1.95,2.15,2,1
AV0116,,CREMA AVENA COCINAR 200ML,ALIMENTACIÓN,UNIDAD,1.95,2.15,2,1
AV0117,,CREMA CACAHUETE 250 GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0118,,CREMA CACAHUETE 400 GR,ALIMENTACIÓN,UNIDAD,7.45,8.2,2,1
AV0119,,CREMA CALABACIN 485GR,ALIMENTACIÓN,UNIDAD,3.5,3.85,2,1
AV0120,,CREMA CALABAZA 485GRS.,ALIMENTACIÓN,UNIDAD,3.5,3.85,2,1
AV0121,,CREMA COCO COCINAR 200ML,ALIMENTACIÓN,UNIDAD,2.3,2.53,2,1
AV0122,,CREMA PISTACHOS 210 GR,ALIMENTACIÓN,UNIDAD,14.95,16.45,2,1
AV0123,,CREMA PUERROS 485GR,ALIMENTACIÓN,UNIDAD,3.5,3.85,2,1
AV0124,,CREMA SOJA COCINAR 200ML,ALIMENTACIÓN,UNIDAD,2.2,2.42,2,1
AV0125,,CURCUMA FRESCA KG IMPORTACION,ALIMENTACIÓN,PESO,9.95,10.95,2,1
AV0126,,DATIL MEDJOUL KG ISRAEL,ALIMENTACIÓN,PESO,19.95,20.75,1,1
AV0127,,DATIL SIN HUESO KG TUNEZ,ALIMENTACIÓN,PESO,11.95,12.43,1,1
AV0128,,"DETERGENTE BEBE 1,5L",ALIMENTACIÓN,UNIDAD,9.95,12.04,3,1
AV0129,,DULCE MEMBRILLO 350GRS,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0130,,ERITRITOL 500GR ECO,ALIMENTACIÓN,UNIDAD,9.95,10.95,2,1
AV0131,,ESCALOPINES SOJA Y LEGUMBRES 250GR,ALIMENTACIÓN,UNIDAD,5.95,7.2,3,1
AV0132,,ESPAGUETI ARTESANOS BLANCOS 400GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0133,,ESPAGUETIS ARROZ QUINOA 250GR,ALIMENTACIÓN,UNIDAD,4.5,4.95,2,1
AV0134,,ESPAGUETIS TRIGO BLANCO 250GR,ALIMENTACIÓN,UNIDAD,3.2,3.52,2,1
AV0135,,ESPARRAGOS VERDES MANOJO 250,ALIMENTACIÓN,UNIDAD,3.95,4.11,1,1
AV0136,,ESPELTA GRANO 500GR,ALIMENTACIÓN,UNIDAD,2.95,3.07,1,1
AV0137,,ESPINACAS MANOJO MALAGA,ALIMENTACIÓN,UNIDAD,3.65,3.8,1,1
AV0138,,ESPIRALES GUISANTES 250GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0139,,ESPIRALES TRIGO SARRACENO 500 GR,ALIMENTACIÓN,UNIDAD,8.95,9.85,2,1
AV0140,,ESPIRULINA COMPRIMIDOS 160 UND,ALIMENTACIÓN,UNIDAD,19.95,20.75,1,1
AV0141,,ESPIRULINA COMPRIMIDOS 300 UND,ALIMENTACIÓN,UNIDAD,31.95,33.23,1,1
AV0142,,ESPIRULINA HEBRAS 150GR,ALIMENTACIÓN,UNIDAD,29.95,31.15,1,1
AV0143,,ESPIRULINA HEBRAS 80GR,ALIMENTACIÓN,UNIDAD,18.95,19.71,1,1
AV0144,,ESTEVIA HOJA KG MALAGA,ALIMENTACIÓN,PESO,55.95,58.19,1,1
AV0145,,FIDEO ESPELTA INTEGRAL 400GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0146,,FIDEO FINO ARROZ Y QUINOA 500GR,ALIMENTACIÓN,UNIDAD,5.95,6.4,1,1
AV0147,,FILETES ATUN BOTE 195GR,ALIMENTACIÓN,UNIDAD,7.95,8.75,2,1
AV0148,,FILETES ATUN NATURAL 195 GR,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0149,,FILETES CABALLA AOVE 195 GR,ALIMENTACIÓN,UNIDAD,6.5,7.15,2,1
AV0150,,FILETES CABALLA AOVE LATA 120 GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0151,,FILETES CABALLA NATURAL 195 GR,ALIMENTACIÓN,UNIDAD,4.65,5.63,3,1
AV0152,,FILETES MELVA ANDALUCIA BOTE 195GR,ALIMENTACIÓN,UNIDAD,8.95,9.85,2,1
AV0153,,FUSILLI 4 CEREALES 500GR,ALIMENTACIÓN,UNIDAD,6.95,7.47,1,1
AV0154,,FUSILLI PRIMAVERA KG,ALIMENTACIÓN,PESO,9.95,10.95,2,1
AV0155,,GALLETAS CHOCOLATE 4 UNDS,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0156,,GALLETAS MULTISEMILLAS 4 UNDS,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0157,,GARBANZO BLANCO LECHOSO KG ESPAÑA,ALIMENTACIÓN,PESO,4.95,5.15,1,1
AV0158,,GARBANZO BLANCO PEDROSILLANO ESPAÑA,ALIMENTACIÓN,UNIDAD,5.95,5.95,4,1
AV0159,,GARBANZOS COCIDOS 370ML,ALIMENTACIÓN,UNIDAD,2.3,2.53,2,1
AV0160,,GARBANZOS COCIDOS 720ML,ALIMENTACIÓN,UNIDAD,3.55,3.91,2,1
AV0161,,GAZPACHO ANDALUZ 1 LITRO,ALIMENTACIÓN,PESO,3.95,4.35,2,1
AV0162,,GAZPACHO SANDIA 1L,ALIMENTACIÓN,UNIDAD,4.45,4.9,2,1
AV0163,,GOFIO MAIZ INTEGRAL 500 GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0164,,GOMASIO NATURAL 120 GR,ALIMENTACIÓN,UNIDAD,4.25,4.68,2,1
AV0165,,GUACAMOLE 200GR,ALIMENTACIÓN,UNIDAD,3.2,3.52,2,1
AV0166,,GUISANTES FINOS 350GR,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0167,,GUISANTES MALAGA KG,ALIMENTACIÓN,PESO,7.95,8.27,1,1
AV0168,,GUISANTES VERDES SECOS 500GR,ALIMENTACIÓN,UNIDAD,3.95,4.11,1,1
AV0169,,HABAS AL NATURAL 350GR,ALIMENTACIÓN,UNIDAD,3.55,3.91,2,1
AV0170,,HABAS MALAGA KG,ALIMENTACIÓN,PESO,4.95,5.15,1,1
AV0171,,HAMBURGUESA VEGETAL 2 UND,ALIMENTACIÓN,UNIDAD,3.75,4.35,2,1
AV0172,,HAMBURGUESA VEGETAL 2 UND,ALIMENTACIÓN,UNIDAD,3.95,4.54,3,1
AV0173,,HARINA ALGARROBA 350gr,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0174,,HARINA ALMENDRA 300 gr,ALIMENTACIÓN,UNIDAD,9.95,10.35,1,1
AV0175,,HARINA ALMENDRA 500 gr,ALIMENTACIÓN,UNIDAD,9.95,10.35,1,1
AV0176,,HARINA ALMENDRA PELADA 1 KG,ALIMENTACIÓN,PESO,22.2,26.86,3,1
AV0177,,HARINA ARROZ 500GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0178,,HARINA AVENA 500GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0179,,HARINA CENTENO INTEGRAL KG,ALIMENTACIÓN,PESO,2.95,2.95,4,1
AV0180,,HARINA COCO 500GR,ALIMENTACIÓN,UNIDAD,2.95,3.07,1,1
AV0181,,HARINA ESPELTA BLANCA KG,ALIMENTACIÓN,PESO,5.5,5.72,1,1
AV0182,,HARINA ESPELTA INTEGRAL KG,ALIMENTACIÓN,PESO,6.95,7.23,1,1
AV0183,,HARINA GARBANZO KG,ALIMENTACIÓN,PESO,7.4,7.4,4,1
AV0184,,HARINA GARBANZOS 500GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0185,,HARINA MAIZ KG ESPAÑA,ALIMENTACIÓN,PESO,6.6,6.6,4,1
AV0186,,HARINA TRIGO BLANCO KG,ALIMENTACIÓN,PESO,2.95,3.07,1,1
AV0187,,HARINA TRIGO INTEGRAL KG,ALIMENTACIÓN,PESO,2.4,2.5,1,1
AV0188,,HARINA TRIGO SARRACENO 500GR S/GLUT,ALIMENTACIÓN,UNIDAD,4.95,5.15,1,1
AV0189,,HELADO KEFIR MANGO 500ML,ALIMENTACIÓN,UNIDAD,7.95,8.75,2,1
AV0190,,HELADO VEGANO CHOCOLATE 480ML,ALIMENTACIÓN,UNIDAD,6.95,7.65,2,1
AV0191,,HELADO VEGANO FRESA 480ML,ALIMENTACIÓN,UNIDAD,7.95,8.75,2,1
AV0192,,HELADO VEGANO MANGO 480ML,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0193,,HELADO YOGUR ARANDANO 500ML,ALIMENTACIÓN,UNIDAD,7.95,8.75,2,1
AV0194,,HELADO YOGUR CHOCOLATE 500ML,ALIMENTACIÓN,UNIDAD,7.95,8.75,2,1
AV0195,,HELADO YOGUR VAINILLA 3 UND,ALIMENTACIÓN,UNIDAD,6.55,7.21,2,1
AV0196,,HIERBABUENA MANOJO COIN,ALIMENTACIÓN,UNIDAD,2.45,2.55,1,1
AV0197,,HINOJO KG MALAGA,ALIMENTACIÓN,PESO,3.95,4.11,1,1
AV0198,,HUMMUS GARBANZOS 210GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0199,,JABON AVENA ARTESANAL,ALIMENTACIÓN,UNIDAD,6.6,6.86,1,1
AV0200,,JENGIBRE DESHIDRATADO AZUCAR KG,ALIMENTACIÓN,PESO,14.95,16.45,2,1
AV0201,,JENGIBRE FRESCO KG PERU,ALIMENTACIÓN,PESO,7.95,8.75,2,1
AV0202,,JUDIA KG MALAGA,ALIMENTACIÓN,PESO,6.95,7.23,1,1
AV0203,,JUDIAS VERDES BOTE 340GR,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0204,,JUGO ALOE VERA 500ML,ALIMENTACIÓN,UNIDAD,13.95,15.35,2,1
AV0205,,KALE VERDE MANOJO,ALIMENTACIÓN,UNIDAD,2.95,3.07,1,1
AV0206,,KETCHUP SALSA 240 ML,ALIMENTACIÓN,UNIDAD,5.95,6.55,2,1
AV0207,,LECHE CABRA ENTERA 1 LITRO,ALIMENTACIÓN,PESO,6.95,7.23,1,1
AV0208,,LECHE COCO 200ML,ALIMENTACIÓN,UNIDAD,2.2,2.42,2,1
AV0209,,LECHE COCO 500ML,ALIMENTACIÓN,UNIDAD,3.75,4.13,2,1
AV0210,,LECHE ENTERA 1 LITRO,ALIMENTACIÓN,PESO,1.95,2.03,1,1
AV0211,,LECHUGA MALAGA UNIDAD,ALIMENTACIÓN,UNIDAD,1.95,2.03,1,1
AV0212,,LENTEJA CASTELLANA KG ESPAÑA,ALIMENTACIÓN,PESO,6.95,7.23,1,1
AV0213,,LENTEJA COCIDA BOTE 350GR,ALIMENTACIÓN,UNIDAD,2.35,2.59,2,1
AV0214,,LENTEJA COCIDA BOTE 720ML,ALIMENTACIÓN,UNIDAD,3.2,3.52,2,1
AV0215,,LENTEJA CORAL TURQUIA KG,ALIMENTACIÓN,PESO,5.95,6.55,2,1
AV0216,,LENTEJA PARDINA KG ESPAÑA,ALIMENTACIÓN,PESO,4.95,5.15,1,1
AV0217,,LEVADURA NUTRICIONAL B12 150GR,ALIMENTACIÓN,UNIDAD,8.95,9.85,2,1
AV0218,,LEVADURA PANIFICACIÓN POLVO SOBRE 9GR,ALIMENTACIÓN,UNIDAD,1.2,1.32,2,1
AV0219,,LEVANTAMUERTOS ESPIRULINA 220GR,ALIMENTACIÓN,UNIDAD,9.95,10.99,2,1
AV0220,,LEVANTAMUERTOS MIEL POLEN 1000 GR,ALIMENTACIÓN,UNIDAD,29.95,33.09,2,1
AV0221,,LEVANTAMUERTOS MIEL POLEN 220 GR,ALIMENTACIÓN,UNIDAD,8.95,9.89,2,1
AV0222,,LEVANTAMUERTOS MIEL POLEN 500 GR,ALIMENTACIÓN,UNIDAD,16.95,18.73,2,1
AV0223,,LOMOS BONITO EN ACEITE 195GR,ALIMENTACIÓN,UNIDAD,8.95,9.85,2,1
AV0224,,LOMOS SALMON SALVAJE ACEITE 195 GR,ALIMENTACIÓN,UNIDAD,9.95,10.95,2,1
AV0225,,MACA 250 GR,ALIMENTACIÓN,UNIDAD,11.95,13.15,2,1
AV0226,,MACADAMIAS 100GR,ALIMENTACIÓN,UNIDAD,0.0,6.95,3,1
AV0227,,MACARRONES ARTESANOS ESPELTA INT KG,ALIMENTACIÓN,PESO,10.95,11.77,1,1
AV0228,,MACARRONES ARTESANOS TRIGO BLANCO,ALIMENTACIÓN,UNIDAD,7.95,8.55,1,1
AV0229,,MACEDONIA VERDURAS 345 GR,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0230,,MAIZ DULCE COCIDO BOTE 350G,ALIMENTACIÓN,UNIDAD,3.3,3.63,2,1
AV0231,,MAIZ DULCE COCIDO BOTE 680G,ALIMENTACIÓN,UNIDAD,4.95,5.15,1,1
AV0232,,MAIZ PALOMITERO KG,ALIMENTACIÓN,PESO,4.95,5.15,1,1
AV0233,,MANGO DESHIDRATADO KG COSTA RICA,ALIMENTACIÓN,PESO,29.95,32.95,2,1
AV0234,,MAYONESA CAL VALLS 190GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0235,,MAYONESA PACK 3 X 125ML,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0236,,MAYONESA VEGANA DEM 190G,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0237,,MAZORCA MAIZ DULCE COCIDO,ALIMENTACIÓN,UNIDAD,2.95,3.25,2,1
AV0238,,MELAZA CAÑA 900GR,ALIMENTACIÓN,UNIDAD,8.95,9.85,2,1
AV0239,,MERMELADA ARANDANO 275 GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0240,,MERMELADA CEREZAS SIN AZUCAR 250 GR,ALIMENTACIÓN,UNIDAD,6.95,7.65,2,1
AV0241,,MERMELADA FRAMBUESA 275 GR BOTE,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0242,,MERMELADA FRESA 275 GR,ALIMENTACIÓN,UNIDAD,3.65,4.02,2,1
AV0243,,MERMELADA FRESA SIN AZUCAR 275 GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0244,,MERMELADA HIGO SIN AZUCAR 250 GR,ALIMENTACIÓN,UNIDAD,4.95,5.45,2,1
AV0245,,MERMELADA MANDARINA SIN AZUCAR 275G,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0246,,MERMELADA MANGO 275 GR BOTE,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0247,,MERMELADA MELOCOTON 275 GR,ALIMENTACIÓN,UNIDAD,3.95,4.35,2,1
AV0248,,MERMELADA MORA 275 GR BOTE,ALIMENTACIÓN,UNIDAD,4.95,5.15,1,1
